ticket_time,user_id,channel,topic,resolution_time_hours,state,comments
2025-11-25 19:07:34.316217,10152,email,account,24.99,1,
2025-08-29 15:43:44.323897,10339,-,billing,1.33,1,
2025-07-30 09:08:11.276107,10206,phone,billing,16.96,1,
2025-09-28 04:23:30.902645,10018,email,other,8.27,0,
2025-06-17 21:40:17.420302,10107,phone,technical,4.44,1,
2025-10-20 11:43:54.112424,10257,email,billing,3.42,0,
2025-09-07 22:52:08.954201,10092,phone,other,1.22,0,
2025-10-13 11:06:37.711703,10364,phone,other,1.3,0,Please erase my information.
2025-08-18 18:09:11.299282,10098,chat,account,13.79,0,
2025-09-13 11:38:45.973893,10355,chat,other,11.04,1,
2025-06-19 16:39:57.173864,10221,email,other,11.47,0,
2025-08-27 22:10:44.358592,10000,email,other,22.4,1,
2025-08-23 17:01:17.483734,10363,email,technical,25.61,0,
2025-09-12 22:49:32.338560,10159,chat,account,4.55,0,
2025-07-29 05:32:21.760573,10044,chat,account,6.55,1,
2025-09-27 13:21:35.651570,10360,phone,other,5.84,1,
2025-11-29 01:35:18.768346,10394,chat,other,11.38,1,
2025-07-31 08:12:38.366620,10272,email,technical,6.2,0,
2025-09-19 10:00:02.136365,10370,phone,billing,21.4,1,
2025-06-25 01:12:27.498771,10060,phone,billing,4.68,0,
2025-07-31 08:10:58.058029,10163,email,technical,23.31,1,
2025-08-13 20:43:41.161719,10063,phone,other,21.4,1,
2025-10-20 09:59:19.234592,10357,email,account,10.33,1,
2025-10-19 19:05:39.011555,10206,-,account,13.58,0,
2025-10-02 04:30:28.923643,10364,phone,account,8.09,1,
2025-09-12 06:57:30.763811,10309,chat,account,5.8,0,
2025-09-01 13:04:27.508718,10197,email,technical,10.4,1,
2025-10-22 02:18:58.973651,10300,-,billing,11.1,1,
2025-10-08 04:33:42.477521,10040,email,technical,0.62,1,
2025-11-24 14:59:20.475457,10180,chat,billing,5.29,0,
2025-11-13 16:51:45.488902,10119,email,technical,24.11,1,
2025-07-25 14:25:57.273131,10265,email,other,6.22,0,
2025-10-01 11:07:14.383600,10320,email,other,24.92,0,
2025-06-21 08:26:37.339734,10293,-,billing,4.04,1,
2025-11-23 09:41:03.346021,10134,chat,billing,10.0,1,Please erase my information.
2025-09-09 11:27:42.163379,10337,phone,technical,15.68,1,
2025-12-01 11:57:30.458559,10100,chat,account,11.32,1,
2025-11-28 21:24:57.769249,10374,phone,billing,9.23,0,Request account and data deletion.
2025-09-12 07:10:04.528719,10056,-,account,10.57,0,
2025-08-01 08:59:28.574225,10290,email,other,25.9,1,
2025-10-05 12:55:03.562551,10378,email,other,11.88,0,
2025-09-18 02:32:30.294500,10208,-,billing,8.45,1,
2025-07-31 16:42:43.701794,10277,chat,other,18.72,1,
2025-11-25 04:46:43.378310,10038,email,billing,21.89,1,
2025-09-12 17:10:12.336921,10189,phone,account,5.38,0,
2025-10-08 23:15:24.400385,10338,email,technical,1.96,0,
2025-08-01 03:53:44.561258,10017,chat,billing,7.19,1,
2025-06-21 02:30:07.621868,10029,phone,account,10.71,0,Erase my data from your systems.
2025-08-28 16:31:00.914063,10353,email,other,10.75,1,
2025-09-19 11:47:43.088627,10171,chat,technical,8.97,0,
2025-11-21 15:28:43.498586,10077,email,account,2.87,1,
2025-09-20 03:14:08.420259,10322,email,other,18.25,0,
2025-10-08 04:04:42.547656,10004,email,technical,10.45,1,
2025-11-26 11:53:57.638518,10237,phone,technical,24.33,1,
2025-10-17 20:39:48.659856,10110,phone,other,11.11,0,
2025-08-22 10:36:10.676891,10377,email,account,11.07,0,
2025-09-18 12:06:34.097921,10032,email,technical,15.3,1,
2025-06-16 09:14:48.886453,10083,email,billing,7.46,0,
2025-09-05 06:15:09.637359,10190,chat,technical,11.67,0,
2025-11-16 02:54:07.167782,10386,phone,account,3.44,0,
2025-11-30 06:58:27.353398,10210,chat,technical,11.61,1,
2025-06-15 13:55:31.843539,10168,phone,account,18.59,1,
2025-08-14 01:38:21.715077,10005,phone,billing,7.03,0,
2025-06-22 10:31:09.262435,10327,chat,billing,21.26,1,
2025-11-25 00:45:44.439862,10127,email,technical,4.62,0,
2025-09-16 11:44:01.548922,10397,phone,account,19.74,1,
2025-08-05 22:45:17.817670,10256,chat,technical,6.15,1,
2025-10-21 22:59:46.320159,10338,phone,other,8.83,1,
2025-07-03 21:31:04.668830,10146,email,technical,8.7,1,
2025-09-26 05:35:43.165031,10355,chat,other,23.87,1,
2025-07-30 11:50:22.983227,10001,phone,billing,10.44,1,
2025-11-25 14:07:50.807148,10390,chat,billing,1.08,1,
2025-06-15 02:44:22.080802,10002,email,other,10.32,1,
2025-07-09 19:03:28.118245,10104,email,technical,11.96,0,
2025-06-22 06:33:45.540302,10117,email,technical,10.22,1,
2025-10-13 02:00:05.365322,10378,phone,other,1.72,1,
2025-10-12 16:43:27.449197,10348,phone,billing,6.6,0,
2025-06-24 22:01:49.835390,10375,email,other,11.99,1,
2025-11-24 20:43:30.380971,10393,phone,other,9.86,1,
2025-10-01 16:13:49.914126,10236,email,other,10.33,1,
2025-11-20 02:15:23.352127,10176,email,billing,1.7,1,
2025-08-26 21:49:00.331566,10311,chat,billing,28.18,0,
2025-07-29 09:17:07.074813,10097,phone,technical,5.86,1,
2025-08-31 03:11:19.902977,10352,phone,billing,0.52,0,
2025-09-25 12:36:11.958322,10273,phone,billing,21.64,0,
2025-08-28 06:15:18.961832,10189,phone,technical,4.29,1,
2025-09-28 04:13:03.487261,10011,phone,other,7.86,1,
2025-11-21 05:53:07.590367,10373,chat,account,11.67,1,
2025-09-28 01:04:04.100422,10187,chat,billing,11.41,0,Wipe all data you hold.
2025-08-07 13:33:55.020344,10164,chat,technical,4.44,0,
2025-07-13 21:02:45.037036,10318,email,billing,3.39,1,
2025-09-30 15:26:18.543954,10309,chat,other,7.14,1,
2025-10-11 20:38:57.823008,10176,phone,account,2.17,0,
2025-07-27 20:24:29.225033,10109,chat,billing,1.49,0,
2025-11-22 04:09:32.976539,10132,phone,account,11.47,0,
2025-06-25 06:09:27.815557,10272,phone,technical,1.09,1,
2025-12-01 22:01:58.485299,10244,email,account,2.38,0,
2025-07-15 14:12:48.199465,10104,phone,billing,11.88,1,
2025-09-29 02:28:08.537289,10142,phone,billing,17.2,0,
2025-10-06 16:32:57.221908,10371,email,technical,2.89,1,
2025-12-01 04:53:13.875402,10034,phone,technical,22.81,0,
2025-09-14 17:32:27.989914,10218,phone,account,4.58,1,
2025-06-09 12:03:23.789195,10386,chat,other,2.19,0,
2025-06-07 00:58:25.658206,10031,chat,technical,3.2,0,
2025-10-20 18:50:34.743104,10269,email,billing,4.55,1,GDPR erasure request submission.
2025-12-01 03:23:12.230398,10338,email,technical,9.36,1,
2025-11-24 23:10:50.716517,10380,email,other,4.41,1,
2025-09-01 14:40:31.231061,10205,chat,account,10.57,1,
2025-06-20 10:09:40.950031,10074,phone,other,29.35,1,
2025-10-15 07:22:29.193093,10326,chat,billing,8.9,0,
2025-06-27 20:54:36.285427,10139,email,account,10.35,1,
2025-06-20 13:10:20.843649,10021,chat,billing,12.48,1,
2025-08-21 04:58:10.055964,10300,chat,account,5.41,1,
2025-08-26 10:28:55.384839,10037,email,technical,9.5,0,
2025-06-12 09:01:04.620917,10244,phone,technical,10.36,0,
2025-07-28 07:25:48.394950,10109,chat,other,3.93,1,
2025-10-13 06:53:11.604324,10162,email,billing,21.82,1,
2025-11-14 05:32:57.004102,10390,chat,billing,8.21,1,
2025-06-08 03:08:07.075727,10371,email,technical,8.46,1,
2025-08-18 18:16:14.446028,10052,phone,technical,7.94,1,
2025-10-19 17:59:47.664922,10150,email,technical,9.37,0,
2025-07-13 20:07:57.706474,10207,email,technical,10.61,1,
2025-11-15 06:12:40.897944,10304,phone,billing,26.36,0,
2025-08-26 15:37:05.383730,10007,email,billing,28.94,0,
2025-09-19 16:35:04.158696,10052,-,billing,25.69,0,
2025-06-08 16:12:53.098845,10090,email,technical,3.4,1,
2025-09-13 22:39:46.684393,10363,chat,account,31.73,1,
2025-06-14 09:08:25.089447,10151,chat,technical,11.3,1,Request account and data deletion.
2025-08-11 23:39:35.377492,10024,chat,billing,0.98,1,
2025-09-15 19:04:14.647896,10149,phone,other,7.48,0,Delete my information entirely.
2025-11-11 13:12:07.359314,10121,phone,other,10.43,0,
2025-09-13 02:25:54.040503,10380,chat,technical,11.52,1,
2025-07-22 10:39:15.691807,10106,phone,technical,8.5,0,
2025-09-02 11:33:27.410983,10194,chat,technical,11.95,1,
2025-07-02 23:31:19.709851,10061,chat,other,2.07,1,
2025-09-20 12:35:53.572587,10380,chat,account,7.72,1,
2025-06-10 19:53:52.147015,10048,email,account,1.19,0,
2025-07-03 06:29:18.163886,10144,email,other,1.6,1,
2025-07-27 08:37:07.382921,10065,email,other,18.02,0,Remove my personal records.
2025-07-06 03:32:54.867650,10246,chat,other,13.69,1,
2025-08-22 06:13:52.390588,10277,phone,billing,9.82,0,
2025-10-04 00:51:05.833656,10023,chat,other,2.64,1,
2025-07-20 19:46:06.758475,10197,email,account,12.46,0,
2025-06-25 05:05:39.312760,10133,email,other,10.94,1,
2025-07-12 06:14:41.031145,10393,phone,billing,6.61,1,
2025-07-29 16:25:48.302540,10398,email,billing,4.45,1,
2025-09-15 20:56:10.988201,10087,phone,billing,1.27,0,
2025-07-26 14:16:25.022849,10303,chat,account,5.89,0,
2025-11-18 12:57:20.394041,10001,phone,billing,20.65,1,
2025-11-12 22:09:18.314485,10164,email,technical,9.17,0,
2025-08-30 08:00:53.387755,10236,phone,account,5.43,1,
2025-08-25 11:49:56.017457,10129,chat,technical,12.28,1,
2025-09-03 01:42:10.277922,10173,chat,technical,7.99,1,
2025-06-08 13:15:49.764340,10299,chat,account,27.75,1,
2025-10-26 13:58:28.992794,10197,email,other,12.3,0,
2025-09-05 18:07:11.821090,10105,phone,billing,12.63,0,
2025-07-29 16:16:13.653221,10129,email,other,9.2,0,
2025-08-17 06:44:12.929247,10166,phone,account,10.09,1,
2025-11-22 15:05:37.717063,10054,chat,other,9.07,0,
2025-09-20 14:28:53.890746,10255,email,billing,24.81,1,
2025-08-11 18:46:07.527090,10319,email,billing,11.6,1,
2025-10-03 06:36:47.626191,10334,chat,account,21.95,0,
2025-09-25 07:41:11.110967,10272,email,technical,11.74,0,
2025-07-21 23:18:05.627327,10302,chat,other,28.58,1,
2025-08-17 04:06:02.326744,10087,phone,other,5.36,0,
2025-07-20 15:06:45.947719,10202,phone,account,3.61,1,
2025-06-27 07:31:50.130277,10250,chat,account,10.7,0,
2025-09-13 03:02:13.805763,10393,chat,account,7.44,1,
2025-09-14 19:10:02.285888,10263,phone,technical,2.69,0,
2025-07-15 13:19:58.596595,10064,chat,billing,13.19,1,
2025-10-22 23:37:14.670705,10221,email,technical,10.4,1,Delete my information entirely.
2025-08-28 19:31:17.997552,10129,chat,account,9.04,1,
2025-07-09 14:04:34.373385,10163,chat,other,17.15,0,
2025-11-25 11:36:59.559048,10153,email,account,4.32,0,
2025-09-05 20:43:45.371626,10232,chat,account,2.08,0,
2025-07-30 04:20:57.034955,10266,chat,technical,7.83,0,Remove my personal records.
2025-08-23 01:55:28.257965,10076,phone,technical,27.51,1,
2025-09-29 00:47:34.555992,10018,phone,other,10.99,1,Request deletion of all records.
2025-08-06 05:27:05.986127,10185,-,account,4.16,0,
2025-11-28 13:19:33.417777,10044,chat,technical,10.8,0,
2025-10-24 12:42:03.062483,10296,email,technical,13.07,0,
2025-06-25 16:42:41.449396,10189,email,account,3.88,0,
2025-07-31 05:39:56.393391,10252,chat,other,19.66,1,
2025-11-19 13:27:46.437694,10078,phone,other,5.27,0,
2025-10-22 16:01:51.168601,10081,phone,other,5.49,0,
2025-11-29 12:12:31.542459,10397,phone,technical,17.14,0,
2025-11-15 16:46:10.812594,10027,email,billing,9.08,1,
2025-10-12 17:25:34.719146,10168,email,other,13.16,1,Remove my stored personal details.
2025-08-10 22:26:04.190759,10197,phone,other,6.13,1,
2025-10-25 00:54:44.868043,10152,email,technical,11.05,0,
2025-06-10 22:37:11.523659,10351,email,billing,3.09,1,
2025-10-18 01:45:06.851526,10083,email,account,8.28,0,
2025-08-27 07:11:57.865343,10277,phone,billing,20.0,1,
2025-07-13 15:37:17.574536,10237,email,billing,15.55,0,
2025-09-28 11:10:48.668324,10057,chat,account,4.55,1,
2025-09-19 13:16:51.710703,10038,chat,technical,15.62,0,
2025-10-07 01:26:59.811216,10058,email,other,13.93,0,
2025-07-27 08:33:03.737036,10081,chat,billing,2.61,1,
2025-06-16 12:45:46.965539,10344,email,technical,17.39,0,
2025-10-06 19:01:33.965697,10157,phone,technical,2.66,0,
2025-08-05 00:17:33.743526,10003,-,other,2.19,1,
2025-06-16 05:40:49.792364,10182,phone,technical,7.34,1,
2025-09-29 21:04:35.508603,10010,phone,other,3.79,0,
2025-09-06 18:48:34.691603,10031,-,account,6.22,1,
2025-09-07 16:42:17.641289,10263,phone,other,9.56,1,
2025-08-31 22:21:27.843936,10150,phone,other,15.73,1,
2025-10-11 17:22:22.793760,10318,email,other,3.39,0,
2025-07-18 06:53:43.347919,10206,email,account,16.23,0,
2025-07-05 19:55:24.965485,10235,phone,technical,17.31,1,
2025-09-09 10:52:25.696409,10228,email,other,10.53,1,
2025-08-05 22:33:03.153524,10349,email,other,2.0,0,
2025-10-20 10:12:03.737111,10258,chat,billing,28.05,1,
2025-06-16 17:57:41.050208,10129,chat,other,16.96,1,
2025-06-26 13:55:18.853071,10329,phone,other,13.89,0,Delete any data about me.
2025-09-03 10:02:47.767907,10392,phone,billing,9.26,1,
2025-11-12 14:41:13.131106,10143,chat,billing,1.56,1,
2025-09-12 18:42:20.185008,10170,email,technical,19.82,0,
2025-10-22 02:11:45.296889,10275,chat,technical,2.78,0,
2025-10-02 18:59:33.011225,10282,chat,billing,18.15,0,
2025-10-22 07:54:59.769291,10091,chat,account,19.87,1,
2025-10-04 18:39:59.829699,10366,phone,billing,1.38,0,
2025-10-23 03:58:30.554274,10342,phone,technical,5.35,1,Erase my customer profile.
2025-07-27 05:04:03.600053,10057,chat,billing,0.96,1,
2025-09-26 18:39:01.734024,10247,phone,billing,4.78,0,
2025-06-24 10:15:15.125877,10120,chat,other,3.62,0,
2025-10-08 21:39:51.743545,10048,chat,other,7.88,1,
2025-08-11 16:09:11.726177,10363,chat,billing,13.75,0,
2025-11-23 03:40:55.779692,10258,chat,technical,18.54,0,
2025-06-23 05:56:34.693569,10211,phone,technical,3.1,0,
2025-07-10 10:11:28.585002,10329,phone,technical,19.12,0,
2025-06-20 08:27:41.769338,10288,chat,other,10.73,1,
2025-08-26 03:59:47.716065,10335,chat,account,21.26,1,
2025-09-20 06:26:40.431298,10350,-,account,25.82,0,
2025-06-28 08:57:15.529832,10178,chat,billing,1.73,0,
2025-10-26 22:28:23.401817,10142,phone,other,5.71,0,
2025-12-01 21:19:43.330538,10021,chat,billing,17.73,1,
2025-08-20 14:55:31.226238,10188,chat,billing,7.15,0,
2025-09-04 12:58:12.531091,10085,email,billing,26.36,1,
2025-06-14 09:17:45.427302,10248,phone,account,8.47,1,
2025-07-29 21:55:48.798518,10027,phone,billing,4.41,0,
2025-06-20 03:21:45.337225,10144,phone,other,1.35,1,
2025-11-17 21:31:04.364642,10309,phone,billing,4.44,0,
2025-08-15 21:24:40.492623,10134,chat,account,10.45,1,
2025-09-17 03:34:20.176483,10202,phone,account,10.7,0,
2025-10-18 00:35:59.286060,10262,-,account,4.21,0,
2025-11-21 04:13:11.180356,10339,email,billing,7.54,1,
2025-06-06 05:06:08.558397,10083,chat,billing,11.5,0,
2025-07-03 08:07:44.505053,10125,phone,technical,10.09,0,
2025-11-14 08:59:59.913587,10338,email,other,9.13,0,
2025-10-15 10:51:23.817956,10114,chat,account,23.44,0,
2025-10-07 01:37:26.599347,10196,phone,account,11.62,1,
2025-09-30 18:46:38.704990,10334,email,account,12.57,0,
2025-07-22 00:33:00.664833,10331,email,billing,10.71,0,Delete any data about me.
2025-08-09 13:43:31.924733,10232,chat,account,5.0,0,
2025-06-25 00:45:50.853685,10270,phone,technical,9.88,0,
2025-07-19 11:32:08.779961,10362,phone,account,7.5,0,
2025-10-25 00:21:12.454370,10364,chat,other,0.96,0,
2025-11-25 10:15:03.161362,10343,email,technical,6.82,1,
2025-11-19 04:48:41.462012,10279,chat,account,16.4,0,
2025-11-21 23:59:53.563694,10094,phone,account,9.91,0,
2025-10-22 00:26:34.808533,10240,email,technical,23.31,1,
2025-07-26 07:59:08.750940,10011,chat,other,9.77,1,
2025-06-29 07:56:56.867070,10091,chat,other,14.67,0,
2025-08-21 05:24:00.198756,10368,chat,account,11.57,1,
2025-07-30 18:16:46.023967,10132,chat,other,11.32,1,
2025-10-16 02:54:55.557159,10138,email,account,3.35,0,
2025-11-22 21:43:01.552349,10018,phone,technical,1.72,1,
2025-09-02 19:49:03.025957,10165,chat,billing,9.04,0,
2025-07-27 11:51:43.108877,10000,chat,account,23.77,0,
2025-12-01 00:24:35.881402,10293,email,technical,6.5,1,
2025-08-28 04:06:15.090017,10322,email,other,12.04,1,
2025-10-20 08:14:34.012817,10065,email,account,26.91,1,
2025-11-18 22:18:38.208300,10038,phone,billing,13.62,1,
2025-09-14 10:03:17.732548,10209,chat,other,1.58,0,Requesting right to be forgotten.
2025-07-16 00:30:06.229467,10241,phone,other,4.34,0,
2025-09-01 00:16:47.766955,10308,-,account,17.5,0,
2025-10-22 06:49:21.000894,10227,chat,billing,6.86,1,
2025-07-17 10:48:53.396477,10296,phone,billing,22.43,0,
2025-10-25 20:30:36.641121,10065,phone,billing,16.48,0,
2025-10-13 10:51:00.663821,10167,email,technical,6.87,1,
2025-09-28 16:38:42.177462,10075,email,other,18.92,0,
2025-06-30 09:18:17.418866,10359,phone,account,8.34,1,
2025-07-24 15:59:43.736755,10395,phone,other,5.28,1,
2025-06-25 15:25:27.627960,10015,phone,other,4.76,0,
2025-06-27 07:26:38.672102,10344,email,account,9.88,1,
2025-11-17 05:29:05.324020,10349,phone,billing,3.97,0,
2025-10-12 01:17:43.547391,10316,chat,technical,18.63,0,
2025-07-08 05:00:01.314743,10244,chat,technical,3.41,0,
2025-07-05 10:46:29.419314,10040,email,other,5.28,1,
2025-07-16 07:09:13.089111,10325,chat,other,12.44,0,
2025-10-22 20:34:19.728503,10316,phone,technical,21.9,0,
2025-09-28 05:20:51.961547,10348,phone,technical,11.02,1,
2025-09-30 14:23:34.575143,10347,chat,account,7.42,0,
2025-06-13 13:31:24.733108,10056,email,account,12.81,1,
2025-11-30 02:04:39.776339,10251,chat,account,9.44,1,
2025-08-03 08:06:42.670111,10120,chat,other,6.12,1,
2025-10-05 06:42:48.182797,10095,chat,account,8.15,1,Wipe all data you hold.
2025-09-16 05:13:49.262742,10096,email,account,14.1,0,
2025-06-24 12:32:39.081964,10350,email,billing,16.61,0,
2025-07-28 06:43:40.033788,10285,email,other,12.42,0,
2025-06-15 13:16:39.459490,10289,email,other,21.04,0,
2025-09-21 19:18:04.740848,10326,chat,technical,11.55,0,
2025-11-20 19:24:43.502886,10052,phone,billing,10.87,0,
2025-10-02 15:58:35.066771,10136,phone,other,10.96,1,
2025-09-30 01:40:52.620877,10099,phone,technical,7.62,1,
2025-08-30 06:48:56.624734,10099,-,other,16.96,1,
2025-06-23 14:40:15.622368,10322,phone,technical,9.16,0,
2025-09-02 05:13:23.518665,10007,chat,technical,23.26,1,
2025-08-13 08:25:27.436578,10050,email,billing,12.15,0,
2025-08-12 06:30:02.487133,10169,phone,billing,5.35,1,
2025-09-11 22:58:14.723083,10103,chat,technical,3.45,0,
2025-07-07 23:03:00.715231,10249,email,other,3.99,1,
2025-07-14 08:39:05.746696,10269,chat,billing,1.71,0,
2025-08-05 23:58:51.102896,10291,chat,account,20.05,0,
2025-10-24 12:08:19.673440,10325,email,technical,16.06,1,
2025-09-02 02:36:52.377891,10281,phone,billing,15.67,1,
2025-08-13 23:37:17.341647,10230,phone,billing,10.34,0,
2025-06-28 12:11:41.995987,10115,phone,technical,17.53,0,
2025-10-08 12:40:11.984930,10283,chat,billing,4.65,1,
2025-10-23 13:56:56.216927,10150,email,account,21.75,1,
2025-09-16 09:18:52.055437,10168,phone,technical,16.45,0,
2025-08-30 00:55:58.266131,10242,phone,account,2.61,0,
2025-09-22 22:15:54.887784,10228,email,other,2.82,1,
2025-08-03 21:16:25.787146,10156,-,other,10.16,0,
2025-11-18 00:05:46.248845,10303,phone,account,1.05,1,
2025-09-21 17:43:15.041324,10197,phone,billing,10.32,0,
2025-10-17 19:17:17.929310,10392,phone,other,6.67,1,
2025-09-08 18:17:54.283944,10116,email,billing,28.27,1,
2025-07-08 12:45:07.221134,10219,email,technical,29.15,1,
2025-08-28 19:04:10.336474,10344,email,technical,10.26,1,
2025-11-16 19:52:42.182831,10219,email,account,14.85,1,
2025-07-27 10:42:22.570096,10085,-,technical,29.38,1,
2025-09-05 08:04:08.552897,10378,chat,technical,10.94,0,
2025-10-08 18:54:38.656638,10327,email,technical,14.75,1,
2025-08-05 19:01:03.389179,10139,phone,billing,5.31,0,
2025-07-11 00:22:41.260079,10022,chat,technical,11.66,1,
2025-06-27 14:35:52.686655,10192,chat,other,3.03,0,
2025-11-17 05:03:44.816962,10004,-,technical,8.5,1,
2025-08-06 17:29:35.487506,10385,chat,account,9.45,0,
2025-07-14 13:30:20.202928,10279,phone,other,14.2,1,
2025-09-08 22:57:13.911943,10378,email,billing,6.87,1,
2025-10-23 22:34:46.821017,10127,phone,other,11.71,1,
2025-09-04 19:26:39.108377,10064,email,billing,10.98,0,
2025-08-29 08:46:12.677441,10215,chat,billing,3.8,1,
2025-06-07 15:49:16.552398,10251,-,account,2.5,0,
2025-09-10 14:46:19.313724,10151,chat,account,8.35,0,
2025-10-20 13:52:55.123635,10237,-,billing,17.04,1,
2025-11-18 00:59:17.485907,10321,phone,account,2.22,1,
2025-06-11 15:23:41.984426,10340,phone,account,9.55,0,
2025-10-07 03:55:14.888346,10073,email,other,6.92,0,
2025-08-13 01:40:26.606562,10283,email,technical,2.37,1,
2025-07-24 00:50:55.715073,10276,phone,other,3.91,1,
2025-06-16 12:27:18.233366,10330,phone,technical,7.09,1,
2025-09-20 09:21:18.554111,10208,phone,account,8.25,0,
2025-07-24 17:17:00.266464,10345,chat,technical,19.77,1,
2025-07-28 00:01:29.742987,10162,phone,account,26.49,0,
2025-07-17 17:40:47.553216,10244,email,other,1.89,1,
2025-07-27 02:18:21.043061,10063,phone,account,14.39,1,
2025-10-14 11:59:45.083811,10300,chat,technical,8.48,1,
2025-08-23 15:34:12.893486,10028,phone,technical,2.98,1,
2025-10-11 15:30:00.413240,10035,email,billing,7.63,1,
2025-07-15 03:54:45.010483,10322,email,billing,23.27,0,
2025-08-15 04:00:33.250551,10026,email,billing,4.11,0,
2025-11-21 16:08:09.431030,10267,chat,technical,9.37,0,
2025-07-05 22:07:54.841370,10103,email,other,7.45,0,Requesting right to be forgotten.
2025-09-21 15:12:56.382921,10394,email,billing,23.44,1,
2025-08-20 22:30:16.719112,10018,email,billing,11.72,0,
2025-10-24 14:39:15.043184,10244,chat,technical,2.13,1,
2025-10-26 10:12:45.377624,10155,email,billing,15.62,0,
2025-10-09 04:39:28.750806,10356,chat,account,2.44,0,
2025-09-24 10:58:02.219453,10139,email,other,6.01,0,
2025-10-13 06:22:53.109392,10326,chat,technical,7.4,0,
