event_time,user_id,event_type
2025-09-15 10:39:31.325343,10384,share_workout
2025-11-18 07:29:53.654635,10356,share_workout
2025-07-26 03:19:57.681909,10054,watch_video
2025-06-12 18:52:42.370071,10230,read_article
2025-07-23 09:39:22.792970,10306,track_workout
2025-11-16 15:43:58.313346,10351,read_article
2025-08-02 19:10:24.690279,10143,share_workout
2025-09-08 17:37:56.416575,10134,track_workout
2025-10-18 04:54:50.131103,10249,track_workout
2025-09-15 08:32:53.662709,10164,share_workout
2025-08-24 13:52:00.472029,10214,read_article
2025-08-27 11:50:45.371334,10145,read_article
2025-07-15 20:29:11.397662,10165,share_workout
2025-10-04 20:44:58.554892,10343,read_article
2025-08-15 17:27:27.451679,10120,share_workout
2025-07-16 23:55:22.725968,10368,watch_video
2025-08-21 21:26:58.712276,10232,share_workout
2025-10-01 20:59:41.765156,10309,read_article
2025-06-15 02:28:12.762131,10137,watch_video
2025-06-24 20:05:00.516865,10378,read_article
2025-06-12 09:38:37.814955,10185,track_workout
2025-09-12 03:12:17.206174,10228,share_workout
2025-08-29 22:40:43.207505,10239,track_workout
2025-09-17 13:36:18.838963,10188,read_article
2025-10-11 05:17:36.302142,10004,watch_video
2025-08-04 18:31:24.212506,10189,share_workout
2025-10-20 12:40:13.064105,10235,watch_video
2025-07-28 17:26:46.865984,10009,track_workout
2025-09-15 10:21:59.595794,10003,track_workout
2025-11-21 05:08:31.496239,10106,track_workout
2025-10-09 19:59:51.466567,10294,track_workout
2025-11-24 18:10:07.097574,10085,watch_video
2025-06-08 12:27:01.715515,10382,watch_video
2025-09-17 17:33:50.117062,10002,read_article
2025-09-04 07:23:12.958815,10386,read_article
2025-06-25 18:08:18.711862,10208,watch_video
2025-11-09 12:13:17.696846,10029,read_article
2025-07-24 08:28:11.064186,10275,watch_video
2025-06-21 06:08:04.382864,10344,watch_video
2025-11-22 07:38:45.332631,10034,watch_video
2025-09-15 17:42:14.267263,10229,read_article
2025-09-13 17:28:32.007555,10167,read_article
2025-07-30 17:19:21.582477,10378,track_workout
2025-11-06 07:42:44.302936,10212,watch_video
2025-07-21 12:54:10.764024,10177,track_workout
2025-07-15 22:30:05.141083,10313,share_workout
2025-11-09 04:16:58.275680,10179,watch_video
2025-07-20 01:02:24.695230,10082,track_workout
2025-10-02 20:00:57.124755,10315,read_article
2025-11-05 02:56:48.236721,10023,track_workout
2025-06-27 03:01:24.526592,10226,watch_video
2025-10-31 12:41:09.764283,10241,watch_video
2025-08-21 15:31:44.841085,10186,track_workout
2025-11-17 22:43:02.034467,10123,watch_video
2025-06-05 10:14:53.039663,10346,watch_video
2025-08-06 03:26:30.247223,10228,track_workout
2025-10-13 00:20:45.798913,10083,watch_video
2025-07-30 03:57:21.349897,10271,read_article
2025-09-27 05:27:35.489907,10083,watch_video
2025-07-24 11:06:46.620302,10262,track_workout
2025-11-13 04:19:49.302073,10328,share_workout
2025-08-24 19:51:47.675388,10118,track_workout
2025-06-13 01:24:55.797334,10388,share_workout
2025-10-10 04:10:40.276926,10340,share_workout
2025-06-26 09:03:55.385488,10223,share_workout
2025-09-01 07:45:46.336130,10081,read_article
2025-08-03 09:31:23.474648,10075,watch_video
2025-06-20 19:01:31.631024,10024,read_article
2025-08-31 21:36:30.428969,10172,track_workout
2025-09-06 14:59:58.299680,10340,share_workout
2025-10-29 21:37:48.772628,10200,watch_video
2025-11-09 03:48:50.471324,10159,read_article
2025-11-01 06:02:55.906874,10051,track_workout
2025-11-29 00:17:20.205459,10045,track_workout
2025-09-02 17:58:52.876506,10101,watch_video
2025-09-15 08:55:16.011066,10323,read_article
2025-08-26 23:01:36.306084,10358,track_workout
2025-10-25 19:24:56.845322,10050,watch_video
2025-10-28 16:44:36.042058,10300,track_workout
2025-10-07 15:04:45.221428,10293,read_article
2025-06-20 22:34:04.962615,10187,watch_video
2025-12-01 06:31:51.141559,10232,read_article
2025-06-18 18:35:51.776663,10134,read_article
2025-07-28 10:08:05.805968,10391,read_article
2025-10-16 05:36:59.485161,10037,watch_video
2025-06-06 04:31:25.837866,10036,share_workout
2025-08-14 20:36:16.144998,10197,track_workout
2025-06-18 09:15:40.433125,10233,read_article
2025-10-23 07:07:33.577059,10294,read_article
2025-10-30 12:37:25.889244,10326,read_article
2025-09-30 20:49:15.608012,10280,watch_video
2025-09-02 00:54:28.443647,10027,track_workout
2025-06-06 11:31:07.261960,10208,read_article
2025-09-27 07:34:00.098125,10029,track_workout
2025-11-19 21:44:12.883889,10210,read_article
2025-06-23 13:42:50.957065,10110,watch_video
2025-09-09 10:01:34.384647,10000,watch_video
2025-06-06 09:59:43.305524,10119,watch_video
2025-10-12 03:37:58.337253,10020,read_article
2025-06-07 13:12:51.317630,10039,watch_video
2025-11-04 05:02:39.285286,10363,read_article
2025-11-28 07:00:36.181092,10171,track_workout
2025-09-09 08:36:33.046110,10149,track_workout
2025-10-01 02:58:49.109086,10223,watch_video
2025-07-13 12:43:00.064304,10346,track_workout
2025-08-28 07:47:20.561814,10226,watch_video
2025-11-04 09:13:59.610465,10205,watch_video
2025-10-16 07:50:35.300277,10146,read_article
2025-08-17 11:31:30.774713,10391,share_workout
2025-11-12 10:03:04.279488,10280,share_workout
2025-06-13 19:23:02.471537,10204,track_workout
2025-10-23 02:48:56.252190,10280,watch_video
2025-10-25 21:17:56.414789,10216,track_workout
2025-08-28 05:19:41.756239,10220,read_article
2025-10-14 20:39:47.890090,10264,share_workout
2025-08-29 18:52:26.182088,10330,track_workout
2025-10-10 08:58:12.184782,10133,watch_video
2025-06-28 20:26:21.521702,10264,read_article
2025-11-26 16:28:42.368557,10251,read_article
2025-09-14 10:27:39.931199,10087,watch_video
2025-09-03 06:24:36.631068,10121,share_workout
2025-11-25 17:50:42.891595,10195,read_article
2025-08-05 20:08:24.964389,10149,track_workout
2025-11-14 13:53:36.603444,10100,share_workout
2025-10-28 12:56:59.700213,10193,watch_video
2025-09-18 17:47:48.340645,10309,watch_video
2025-08-22 01:32:36.424667,10262,share_workout
2025-09-30 21:56:29.336726,10157,share_workout
2025-10-20 13:15:19.305376,10008,track_workout
2025-08-21 14:34:41.314712,10134,read_article
2025-08-23 12:39:42.315391,10047,read_article
2025-10-06 07:56:10.174462,10166,track_workout
2025-08-31 05:06:10.761887,10310,share_workout
2025-11-27 09:18:04.758168,10064,track_workout
2025-08-15 05:19:21.480289,10045,read_article
2025-11-23 15:16:48.211627,10211,share_workout
2025-08-29 06:36:21.367343,10140,read_article
2025-10-29 22:35:49.190327,10391,track_workout
2025-09-10 01:03:09.651632,10178,watch_video
2025-06-16 01:26:09.531414,10382,read_article
2025-07-19 03:32:51.975681,10263,watch_video
2025-08-29 07:21:43.147406,10267,share_workout
2025-09-23 19:03:05.137525,10305,read_article
2025-09-23 07:12:07.680188,10275,share_workout
2025-06-23 15:55:09.037925,10004,watch_video
2025-07-28 05:32:44.618787,10151,read_article
2025-11-11 12:12:03.755044,10152,watch_video
2025-09-06 13:05:49.370927,10273,watch_video
2025-08-10 20:13:58.503552,10386,watch_video
2025-11-08 15:50:22.525907,10049,watch_video
2025-09-28 22:53:09.996411,10033,watch_video
2025-09-03 21:18:45.581723,10272,track_workout
2025-10-02 21:07:12.173685,10312,share_workout
2025-08-22 20:40:53.938039,10346,read_article
2025-08-25 13:24:05.971707,10395,share_workout
2025-09-04 18:42:57.214263,10132,track_workout
2025-11-16 02:11:50.570343,10166,watch_video
2025-06-26 03:49:52.293945,10132,watch_video
2025-08-07 10:19:43.731444,10371,track_workout
2025-07-26 05:54:37.957831,10050,share_workout
2025-07-19 15:14:28.274379,10008,share_workout
2025-09-08 22:17:41.553869,10380,read_article
2025-11-06 09:06:55.110297,10078,share_workout
2025-10-02 20:17:17.969434,10166,track_workout
2025-08-20 06:56:18.178467,10239,share_workout
2025-07-23 16:13:40.397549,10153,watch_video
2025-09-19 13:24:35.709068,10266,watch_video
2025-08-16 22:12:02.334299,10271,track_workout
2025-08-01 00:39:14.691929,10045,share_workout
2025-09-12 18:23:00.249975,10331,share_workout
2025-09-06 07:42:14.855485,10388,read_article
2025-08-23 23:13:09.904108,10295,track_workout
2025-08-19 02:58:02.104804,10196,watch_video
2025-10-09 23:29:57.338562,10378,watch_video
2025-08-27 08:28:57.876844,10173,read_article
2025-06-14 09:52:49.394032,10109,share_workout
2025-06-26 02:58:36.161918,10212,track_workout
2025-11-08 23:49:16.275126,10212,read_article
2025-08-30 00:22:55.636332,10197,track_workout
2025-07-13 09:49:28.777769,10080,watch_video
2025-10-20 22:09:16.855611,10103,read_article
2025-11-20 15:26:09.082962,10048,track_workout
2025-08-26 17:27:22.624042,10178,watch_video
2025-11-03 20:31:06.324191,10393,read_article
2025-11-28 19:52:22.916105,10344,watch_video
2025-08-04 16:08:08.235693,10192,watch_video
2025-09-27 16:56:10.732446,10072,share_workout
2025-09-15 01:18:48.109488,10312,share_workout
2025-08-21 14:14:17.902568,10109,watch_video
2025-07-29 16:11:13.752976,10177,track_workout
2025-08-14 08:42:20.236649,10088,watch_video
2025-09-14 05:22:40.126648,10315,read_article
2025-08-11 18:33:47.972745,10061,watch_video
2025-10-28 17:15:36.715292,10294,watch_video
2025-11-10 21:24:53.395851,10154,read_article
2025-09-02 04:04:06.511827,10350,read_article
2025-07-13 15:45:36.966240,10062,track_workout
2025-09-19 11:21:52.820193,10212,share_workout
2025-08-19 21:23:06.966053,10124,watch_video
2025-09-30 16:12:00.485766,10143,track_workout
2025-09-18 07:17:40.343381,10158,read_article
2025-07-31 19:40:10.494287,10394,read_article
2025-06-11 16:36:18.128199,10284,watch_video
2025-09-14 20:16:29.490906,10330,share_workout
2025-07-15 05:31:57.424260,10352,read_article
2025-10-28 03:17:59.539213,10019,watch_video
2025-10-01 04:29:39.607286,10266,track_workout
2025-06-05 18:11:38.814774,10191,track_workout
2025-11-25 13:33:06.736116,10343,share_workout
2025-08-08 02:37:38.815964,10100,track_workout
2025-07-21 19:33:51.491358,10083,read_article
2025-09-09 10:18:51.407066,10365,share_workout
2025-11-13 19:41:52.296504,10133,track_workout
2025-08-18 20:43:31.099855,10037,read_article
2025-06-20 21:59:02.898224,10039,read_article
2025-10-23 19:26:49.648539,10242,share_workout
2025-08-13 03:58:51.470052,10174,track_workout
2025-09-26 23:23:45.109024,10370,watch_video
2025-10-08 08:26:44.695764,10056,track_workout
2025-08-01 01:02:43.949090,10293,share_workout
2025-08-31 21:48:21.239774,10289,watch_video
2025-08-14 05:35:09.495425,10338,watch_video
2025-10-08 00:14:22.181850,10241,read_article
2025-07-31 22:31:39.368273,10055,track_workout
2025-10-20 08:28:42.427137,10132,read_article
2025-09-27 23:57:28.200365,10137,share_workout
2025-09-14 09:44:46.341972,10079,track_workout
2025-06-26 03:24:45.395647,10144,share_workout
2025-09-19 07:34:04.409871,10030,track_workout
2025-09-15 02:07:13.216475,10004,watch_video
2025-11-22 19:45:30.803583,10044,track_workout
2025-10-03 13:53:52.333760,10325,share_workout
2025-06-24 21:26:29.854399,10005,watch_video
2025-09-27 18:25:38.772943,10049,read_article
2025-12-01 08:37:45.464974,10306,watch_video
2025-09-13 15:38:24.239648,10048,read_article
2025-11-01 13:10:23.789944,10185,watch_video
2025-11-03 06:11:27.386332,10251,read_article
2025-08-25 22:43:57.337196,10328,watch_video
2025-07-31 05:18:56.492271,10210,track_workout
2025-10-17 14:10:32.655251,10197,share_workout
2025-07-28 16:26:06.858930,10349,track_workout
2025-11-21 14:47:58.312133,10141,track_workout
2025-09-03 10:09:24.448229,10133,read_article
2025-09-06 09:33:44.479989,10009,watch_video
2025-07-23 05:02:06.770475,10134,watch_video
2025-10-07 12:06:02.743788,10253,track_workout
2025-10-19 09:14:44.213325,10366,watch_video
2025-10-23 18:18:55.343756,10365,watch_video
2025-10-11 11:08:25.199298,10167,watch_video
2025-06-21 10:22:08.788866,10198,watch_video
2025-10-14 11:45:59.519181,10203,read_article
2025-11-01 19:10:10.456810,10265,watch_video
2025-08-29 13:58:35.887231,10338,watch_video
2025-09-09 04:32:14.613474,10121,track_workout
2025-08-22 06:59:33.994560,10229,watch_video
2025-08-07 10:08:23.692084,10391,watch_video
2025-09-13 06:52:55.469696,10147,read_article
2025-06-22 16:59:14.060152,10303,read_article
2025-10-01 01:50:31.454521,10047,watch_video
2025-09-28 20:56:18.690670,10087,track_workout
2025-09-12 15:19:09.875551,10120,watch_video
2025-10-15 22:19:11.797209,10388,read_article
2025-08-08 20:25:42.258207,10188,watch_video
2025-10-17 01:32:02.103827,10272,track_workout
2025-10-20 01:57:24.023048,10278,share_workout
2025-11-24 08:47:27.537349,10169,read_article
2025-06-14 17:45:21.351749,10336,read_article
2025-08-17 10:49:54.284971,10387,watch_video
2025-11-21 09:02:11.807619,10196,watch_video
2025-07-27 05:04:45.425725,10024,share_workout
2025-08-31 20:14:27.919166,10104,watch_video
2025-10-25 07:40:21.122445,10089,track_workout
2025-08-03 06:00:38.346515,10210,read_article
2025-06-16 00:31:33.480057,10037,track_workout
2025-08-15 20:39:45.842879,10248,read_article
2025-11-09 21:35:11.784085,10200,watch_video
2025-06-27 23:04:19.753334,10396,share_workout
2025-11-13 16:18:41.142635,10241,share_workout
2025-06-22 17:55:36.047392,10326,read_article
2025-06-15 07:23:20.633108,10035,share_workout
2025-10-09 23:43:43.784032,10169,watch_video
2025-08-14 00:26:08.950211,10219,watch_video
2025-11-23 01:12:36.141321,10203,track_workout
2025-11-15 13:08:09.558597,10122,track_workout
2025-09-06 19:52:31.415741,10286,track_workout
2025-10-22 14:00:35.220580,10274,track_workout
2025-08-05 06:38:58.189645,10303,track_workout
2025-10-20 08:38:17.830699,10383,track_workout
2025-09-12 12:28:40.266616,10139,track_workout
2025-09-14 04:00:47.082406,10055,watch_video
2025-09-21 05:16:59.419058,10243,share_workout
2025-07-28 03:31:14.088900,10268,watch_video
2025-08-25 15:37:49.628875,10321,track_workout
2025-06-20 03:03:16.054872,10192,read_article
2025-06-08 12:53:44.388501,10349,read_article
2025-06-24 02:04:10.449507,10179,share_workout
2025-06-22 00:55:16.123213,10233,read_article
2025-06-22 12:31:01.459340,10348,read_article
2025-08-19 11:29:29.899739,10106,share_workout
2025-10-05 17:36:48.680826,10360,share_workout
2025-11-24 00:29:17.507476,10207,watch_video
2025-10-07 13:12:52.262304,10231,track_workout
2025-08-17 20:21:43.393309,10305,track_workout
2025-10-08 22:07:24.153756,10318,share_workout
2025-09-08 19:22:10.831247,10364,watch_video
2025-11-10 06:47:47.714716,10057,share_workout
2025-06-17 10:36:56.872319,10168,read_article
2025-10-04 06:55:06.727959,10348,read_article
2025-06-18 18:44:13.237569,10245,read_article
2025-11-21 07:28:52.656124,10202,share_workout
2025-11-23 00:47:01.628662,10011,read_article
2025-10-22 12:09:09.477660,10395,read_article
2025-09-22 18:28:07.618295,10264,watch_video
2025-07-28 14:52:16.311955,10241,track_workout
2025-11-27 13:38:32.371575,10340,track_workout
2025-07-18 10:09:46.737631,10009,share_workout
